response_code,reponse_hour,count,response_time
405,17:45:06,5,179.286865234375
405,17:45:07,8,65.07275390625
405,17:45:06,1,158.510986328125
405,17:45:06,2,159.871826171875
405,17:45:07,6,131.717041015625
405,17:45:06,3,156.963134765625
405,17:45:06,4,182.35107421875
405,17:45:07,9,76.679443359375
405,17:45:07,7,152.234130859375
405,17:45:07,10,46.156982421875
405,17:45:07,11,91.20703125
405,17:45:07,12,47.4228515625
405,17:45:07,13,25.291015625
405,17:45:07,14,22.943115234375
405,17:45:07,16,18.322998046875
405,17:45:07,15,19.716064453125
405,17:45:07,17,27.864013671875
405,17:45:07,18,28.786865234375
405,17:45:07,19,27.55517578125
405,17:45:07,21,16.7099609375
405,17:45:07,20,11.614990234375
405,17:45:07,22,17.524169921875
405,17:45:07,23,14.3291015625
405,17:45:07,24,32.306884765625
405,17:45:07,26,27.820068359375
405,17:45:07,27,26.906005859375
405,17:45:07,28,22.416015625
405,17:45:07,25,28.0
405,17:45:07,29,29.92578125
405,17:45:07,33,26.3359375
405,17:45:07,31,27.339599609375
405,17:45:07,30,26.26806640625
405,17:45:07,32,23.4296875
405,17:45:07,34,25.10595703125
405,17:45:07,37,20.56689453125
405,17:45:07,38,20.40380859375
405,17:45:07,35,24.22802734375
405,17:45:07,36,22.16015625
405,17:45:07,39,30.480712890625
405,17:45:07,41,19.115966796875
405,17:45:07,40,13.306884765625
405,17:45:07,42,15.59912109375
405,17:45:07,43,19.28515625
405,17:45:07,44,43.2451171875
405,17:45:07,45,17.4697265625
405,17:45:07,46,19.454833984375
405,17:45:07,47,22.796142578125
405,17:45:07,48,30.00439453125
405,17:45:07,49,68.252685546875
405,17:45:07,51,66.3447265625
405,17:45:07,52,75.7958984375
405,17:45:07,50,68.85888671875
405,17:45:07,53,31.15185546875
405,17:45:07,54,19.720947265625
405,17:45:07,57,21.33837890625
405,17:45:07,56,22.87109375
405,17:45:07,55,18.38671875
405,17:45:07,58,29.921142578125
405,17:45:07,59,18.919921875
405,17:45:07,62,28.52880859375
405,17:45:07,61,23.498046875
405,17:45:07,60,17.987060546875
405,17:45:07,63,25.540283203125
405,17:45:07,65,21.64794921875
405,17:45:07,67,15.1123046875
405,17:45:07,66,17.81884765625
405,17:45:07,64,16.532958984375
405,17:45:07,68,20.262939453125
405,17:45:07,70,23.348876953125
405,17:45:07,69,24.87890625
405,17:45:07,71,28.867919921875
405,17:45:07,72,20.705322265625
405,17:45:07,73,32.85595703125
405,17:45:07,74,30.880126953125
405,17:45:07,75,36.635009765625
405,17:45:07,77,37.49658203125
405,17:45:07,76,42.557861328125
405,17:45:07,78,12.9599609375
405,17:45:07,80,18.14208984375
405,17:45:07,79,15.882080078125
405,17:45:07,81,30.934814453125
405,17:45:07,82,20.039794921875
405,17:45:07,83,31.24560546875
405,17:45:07,84,14.54296875
405,17:45:07,86,19.2470703125
405,17:45:07,85,7.60400390625
405,17:45:07,87,14.03369140625
405,17:45:07,88,12.382080078125
405,17:45:07,90,25.247802734375
405,17:45:07,89,19.43603515625
405,17:45:07,91,21.2578125
405,17:45:07,92,14.5830078125
405,17:45:07,93,14.96923828125
405,17:45:08,94,32.177978515625
405,17:45:08,95,33.14208984375
405,17:45:08,96,32.63916015625
405,17:45:08,97,13.831298828125
405,17:45:08,98,22.759033203125
405,17:45:08,99,34.650146484375
405,17:45:08,100,34.48193359375
405,17:45:08,101,41.841796875
405,17:45:08,102,23.348876953125
405,17:45:08,103,12.59375
405,17:45:08,104,22.56005859375
405,17:45:08,106,30.64501953125
405,17:45:08,105,36.72802734375
405,17:45:08,107,21.869140625
405,17:45:08,108,17.897705078125
405,17:45:08,109,31.3447265625
405,17:45:08,111,41.28515625
405,17:45:08,110,31.78369140625
405,17:45:08,112,16.562255859375
405,17:45:08,113,17.782958984375
405,17:45:08,116,29.77783203125
405,17:45:08,114,31.324951171875
405,17:45:08,115,25.316650390625
405,17:45:08,118,13.842041015625
405,17:45:08,117,17.993408203125
405,17:45:08,120,24.48974609375
405,17:45:08,119,24.52392578125
405,17:45:08,121,27.996826171875
405,17:45:08,122,9.550048828125
405,17:45:08,123,10.833740234375
405,17:45:08,125,13.81298828125
405,17:45:08,126,11.998046875
405,17:45:08,124,11.7392578125
405,17:45:08,128,24.912109375
405,17:45:08,127,24.060791015625
405,17:45:08,129,14.620849609375
405,17:45:08,131,13.76025390625
405,17:45:08,130,15.669189453125
405,17:45:08,132,30.82470703125
405,17:45:08,133,37.46484375
