response_code,reponse_hour,count,response_time
405,17:42:44,8,87.667236328125
405,17:42:44,7,77.796875
405,17:42:44,6,135.043701171875
405,17:42:44,10,78.63916015625
405,17:42:44,10,145.48388671875
405,17:42:44,17,53.274658203125
405,17:42:44,17,51.327880859375
405,17:42:44,18,43.98583984375
405,17:42:44,20,19.573974609375
405,17:42:44,20,39.11572265625
405,17:42:44,28,25.080810546875
405,17:42:44,28,26.291015625
405,17:42:44,28,23.25390625
405,17:42:44,30,23.385986328125
405,17:42:44,30,23.506103515625
405,17:42:44,38,24.8359375
405,17:42:44,38,27.14501953125
405,17:42:44,38,27.994873046875
405,17:42:44,40,27.846435546875
405,17:42:44,40,27.09521484375
405,17:42:44,46,30.47216796875
405,17:42:44,47,32.898193359375
405,17:42:44,48,32.004638671875
405,17:42:44,50,16.139892578125
405,17:42:44,50,18.799072265625
405,17:42:44,57,20.975830078125
405,17:42:44,57,18.046142578125
405,17:42:44,58,19.264892578125
405,17:42:45,59,20.559814453125
405,17:42:45,60,21.712890625
405,17:42:45,67,16.594970703125
405,17:42:45,67,20.761962890625
405,17:42:45,68,18.275146484375
405,17:42:45,70,24.754150390625
405,17:42:45,70,22.76513671875
405,17:42:45,78,25.389892578125
405,17:42:45,78,30.261962890625
405,17:42:45,78,30.172119140625
405,17:42:45,80,27.423095703125
405,17:42:45,80,24.35302734375
405,17:42:45,86,23.249755859375
405,17:42:45,87,27.676025390625
405,17:42:45,89,33.86669921875
405,17:42:45,89,40.149169921875
405,17:42:45,90,39.322265625
405,17:42:45,96,33.299072265625
405,17:42:45,97,28.368896484375
405,17:42:45,98,22.663818359375
405,17:42:45,99,26.924072265625
405,17:42:45,100,23.821044921875
405,17:42:45,106,26.403076171875
405,17:42:45,107,24.76611328125
405,17:42:45,108,28.0361328125
405,17:42:45,109,30.784912109375
405,17:42:45,110,31.463134765625
405,17:42:45,117,22.287109375
405,17:42:45,117,25.880859375
405,17:42:45,119,23.388916015625
405,17:42:45,119,21.7509765625
405,17:42:45,120,22.570068359375
405,17:42:45,127,31.964111328125
405,17:42:45,127,33.32080078125
405,17:42:45,130,27.619140625
405,17:42:45,130,33.214111328125
405,17:42:45,130,33.64111328125
405,17:42:45,137,33.106689453125
405,17:42:45,137,29.1171875
405,17:42:45,139,26.433349609375
405,17:42:45,139,27.202880859375
405,17:42:45,140,32.733154296875
405,17:42:45,147,23.709228515625
405,17:42:45,147,30.06494140625
405,17:42:45,150,26.027099609375
405,17:42:45,150,28.052001953125
405,17:42:45,150,29.06201171875
405,17:42:45,156,27.228759765625
405,17:42:45,157,31.20703125
405,17:42:45,159,29.09033203125
405,17:42:45,159,26.10205078125
405,17:42:45,162,35.151123046875
405,17:42:45,167,25.65283203125
405,17:42:45,167,30.04638671875
405,17:42:45,168,28.571044921875
405,17:42:45,169,38.64404296875
405,17:42:45,173,35.9853515625
405,17:42:45,175,28.351318359375
405,17:42:45,176,32.991943359375
405,17:42:45,177,42.16796875
405,17:42:45,179,30.75390625
405,17:42:45,185,29.2607421875
405,17:42:45,185,30.342041015625
405,17:42:45,186,33.93701171875
405,17:42:45,187,29.989990234375
405,17:42:45,189,41.027099609375
405,17:42:45,193,47.502685546875
405,17:42:45,195,44.344970703125
405,17:42:45,196,46.828125
405,17:42:45,200,46.4677734375
405,17:42:45,200,44.889892578125
405,17:42:45,202,26.72607421875
405,17:42:45,205,26.954833984375
405,17:42:45,206,28.39990234375
405,17:42:45,210,37.00390625
405,17:42:45,210,35.01123046875
405,17:42:45,212,34.083740234375
405,17:42:45,215,37.058837890625
405,17:42:45,216,36.983154296875
405,17:42:45,218,30.2412109375
405,17:42:45,220,31.938720703125
405,17:42:46,222,60.718994140625
405,17:42:46,228,43.2470703125
405,17:42:46,227,72.114990234375
405,17:42:46,225,84.59912109375
405,17:42:46,233,54.6171875
405,17:42:46,233,76.741943359375
405,17:42:46,234,38.97900390625
405,17:42:46,238,47.333984375
405,17:42:46,238,49.315185546875
405,17:42:46,241,34.313720703125
405,17:42:46,243,30.315673828125
405,17:42:46,244,22.421875
405,17:42:46,245,37.165771484375
405,17:42:46,248,44.794677734375
405,17:42:46,252,25.073974609375
405,17:42:46,253,30.958984375
405,17:42:46,255,18.298095703125
405,17:42:46,255,21.788818359375
405,17:42:46,256,24.29296875
405,17:42:46,263,51.373046875
405,17:42:46,263,50.84716796875
405,17:42:46,265,55.980224609375
405,17:42:46,265,52.548828125
405,17:42:46,266,48.4072265625
405,17:42:46,276,33.093017578125
405,17:42:46,276,39.845947265625
405,17:42:46,276,58.427978515625
405,17:42:46,276,62.0341796875
405,17:42:46,276,40.769287109375
405,17:42:46,283,32.15283203125
405,17:42:46,283,29.067138671875
405,17:42:46,284,32.032958984375
405,17:42:46,285,28.31689453125
405,17:42:46,286,35.130859375
405,17:42:46,292,17.77197265625
405,17:42:46,293,18.3779296875
405,17:42:46,296,38.052001953125
405,17:42:46,296,43.833251953125
405,17:42:46,296,27.84423828125
405,17:42:46,304,100.959228515625
405,17:42:46,304,98.612060546875
405,17:42:46,304,64.52685546875
405,17:42:46,306,110.4130859375
405,17:42:46,306,99.643310546875
405,17:42:46,312,189.8203125
405,17:42:46,316,184.990966796875
405,17:42:46,316,177.7119140625
405,17:42:46,316,191.885009765625
405,17:42:46,316,186.7490234375
405,17:42:47,322,48.001953125
405,17:42:47,325,37.534912109375
405,17:42:47,325,39.78173828125
405,17:42:47,325,51.14697265625
405,17:42:47,326,59.186279296875
405,17:42:47,332,201.88818359375
405,17:42:47,335,200.920654296875
405,17:42:47,335,197.378173828125
405,17:42:47,335,197.123291015625
405,17:42:47,336,53.85302734375
405,17:42:47,342,42.17431640625
405,17:42:47,345,53.22900390625
405,17:42:47,345,54.81689453125
405,17:42:47,345,52.05615234375
405,17:42:47,346,59.309814453125
405,17:42:47,352,36.743896484375
405,17:42:47,357,42.380859375
405,17:42:47,357,40.626953125
405,17:42:47,357,42.180908203125
405,17:42:47,357,45.64013671875
405,17:42:47,362,31.35009765625
405,17:42:47,363,25.27587890625
405,17:42:47,364,26.441162109375
405,17:42:47,368,48.157958984375
405,17:42:47,368,36.873046875
405,17:42:47,370,131.128173828125
405,17:42:47,372,124.458251953125
405,17:42:47,374,82.61767578125
405,17:42:47,376,99.044677734375
405,17:42:47,379,119.89306640625
405,17:42:48,381,178.935791015625
405,17:42:48,384,179.18212890625
405,17:42:48,384,171.19384765625
405,17:42:48,386,80.697998046875
405,17:42:48,389,113.29736328125
405,17:42:48,391,99.078857421875
405,17:42:48,394,91.347900390625
405,17:42:48,394,72.302734375
405,17:42:48,396,155.673828125
405,17:42:48,399,161.318115234375
